year,college_code,branch_code,category,gender,predicted_closing_rank,confidence_score,methodology
2026,KUCW,ECE,BC-D,Female,99,86.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,ECE,BC-E,General,168,93.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,ECE,BC-E,Female,194,88.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,ECE,SC,General,223,80.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,ECE,SC,Female,277,89.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,ECE,ST,General,261,80.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,ECE,ST,Female,323,81.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,ECE,EWS,General,55,76.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,ECE,EWS,Female,72,85.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,OC,General,90,80.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,OC,Female,107,77.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,BC-A,General,222,79.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,BC-A,Female,278,89.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,BC-B,General,147,80.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,BC-B,Female,204,81.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,BC-C,General,259,80.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,BC-C,Female,313,70.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,BC-D,General,188,90.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,BC-D,Female,218,88.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,BC-E,General,318,82.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,BC-E,Female,358,80.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,SC,General,444,80.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,SC,Female,561,85.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,ST,General,539,83.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,ST,Female,579,82.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,EWS,General,119,88.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,EEE,EWS,Female,138,85.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,OC,General,147,80.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,OC,Female,168,80.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,BC-A,General,385,92.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,BC-A,Female,391,74.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,BC-B,General,240,87.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,BC-B,Female,297,76.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,BC-C,General,445,87.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,BC-C,Female,507,77.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,BC-D,General,276,84.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,BC-D,Female,363,85.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,BC-E,General,488,82.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,BC-E,Female,623,82.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,SC,General,810,86.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,SC,Female,831,74.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,ST,General,788,88.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,ST,Female,990,84.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,EWS,General,184,84.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,CIV,EWS,Female,224,87.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,OC,General,183,85.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,OC,Female,222,78.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,BC-A,General,400,85.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,BC-A,Female,548,82.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,BC-B,General,291,84.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,BC-B,Female,391,80.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,BC-C,General,545,76.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,BC-C,Female,586,70.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,BC-D,General,364,80.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,BC-D,Female,416,93.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,BC-E,General,586,86.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,BC-E,Female,751,88.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,SC,General,831,83.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,SC,Female,1112,82.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,ST,General,1045,84.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,ST,Female,1341,81.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,EWS,General,232,85.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KUCW,MEC,EWS,Female,301,82.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,OC,General,20,80.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,OC,Female,23,83.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,BC-A,General,54,80.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,BC-A,Female,61,73.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,BC-B,General,35,79.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,BC-B,Female,43,79.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,BC-C,General,57,88.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,BC-C,Female,75,78.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,BC-D,General,42,84.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,BC-D,Female,51,84.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,BC-E,General,75,91.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,BC-E,Female,87,83.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,SC,General,108,81.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,SC,Female,117,83.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,ST,General,129,81.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,ST,Female,140,90.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,EWS,General,27,91.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSE,EWS,Female,31,89.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,OC,General,24,83.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,OC,Female,29,92.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,BC-A,General,63,86.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,BC-A,Female,80,82.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,BC-B,General,43,76.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,BC-B,Female,54,87.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,BC-C,General,81,83.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,BC-C,Female,83,81.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,BC-D,General,51,81.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,BC-D,Female,58,83.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,BC-E,General,90,89.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,BC-E,Female,90,86.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,SC,General,112,74.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,SC,Female,144,90.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,ST,General,162,92.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,ST,Female,174,79.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,EWS,General,34,92.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CSM,EWS,Female,35,69.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,OC,General,30,87.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,OC,Female,36,86.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,BC-A,General,77,80.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,BC-A,Female,94,87.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,BC-B,General,57,78.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,BC-B,Female,67,83.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,BC-C,General,96,77.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,BC-C,Female,105,86.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,BC-D,General,64,79.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,BC-D,Female,77,87.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,BC-E,General,97,78.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,BC-E,Female,132,88.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,SC,General,156,78.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,SC,Female,181,81.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,ST,General,187,79.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,ST,Female,223,83.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,EWS,General,41,81.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,IT,EWS,Female,46,83.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,OC,General,49,85.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,OC,Female,66,86.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,BC-A,General,133,76.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,BC-A,Female,142,82.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,BC-B,General,87,85.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,BC-B,Female,113,90.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,BC-C,General,163,90.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,BC-C,Female,171,85.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,BC-D,General,113,91.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,BC-D,Female,123,78.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,BC-E,General,179,79.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,BC-E,Female,209,90.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,SC,General,286,89.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,SC,Female,325,91.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,ST,General,310,83.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,ST,Female,399,91.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,EWS,General,69,83.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,ECE,EWS,Female,81,80.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,OC,General,97,90.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,OC,Female,127,81.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,BC-A,General,272,81.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,BC-A,Female,314,75.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,BC-B,General,192,88.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,BC-B,Female,223,79.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,BC-C,General,343,84.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,BC-C,Female,369,73.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,BC-D,General,198,87.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,BC-D,Female,243,80.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,BC-E,General,345,86.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,BC-E,Female,410,79.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,SC,General,557,79.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,SC,Female,617,85.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,ST,General,619,92.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,ST,Female,762,79.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,EWS,General,134,85.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,EEE,EWS,Female,160,81.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,OC,General,170,82.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,OC,Female,203,93.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,BC-A,General,398,79.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,BC-A,Female,542,86.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,BC-B,General,308,77.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,BC-B,Female,321,84.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,BC-C,General,517,84.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,BC-C,Female,570,78.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,BC-D,General,322,79.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,BC-D,Female,412,78.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,BC-E,General,637,85.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,BC-E,Female,652,66.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,SC,General,835,88.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,SC,Female,998,90.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,ST,General,1025,86.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,ST,Female,1230,83.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,EWS,General,220,83.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,CIV,EWS,Female,258,86.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,OC,General,210,92.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,OC,Female,227,69.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,BC-A,General,498,87.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,BC-A,Female,579,79.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,BC-B,General,351,80.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,BC-B,Female,415,82.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,BC-C,General,653,84.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,BC-C,Female,726,86.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,BC-D,General,437,79.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,BC-D,Female,523,84.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,BC-E,General,672,81.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,BC-E,Female,843,82.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,SC,General,1113,90.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,SC,Female,1239,89.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,ST,General,1368,87.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,ST,Female,1487,73.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,EWS,General,279,81.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,ANUR,MEC,EWS,Female,334,84.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,OC,General,23,83.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,OC,Female,28,83.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,BC-A,General,56,72.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,BC-A,Female,70,76.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,BC-B,General,39,83.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,BC-B,Female,55,86.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,BC-C,General,78,90.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,BC-C,Female,92,87.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,BC-D,General,50,82.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,BC-D,Female,54,84.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,BC-E,General,77,75.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,BC-E,Female,99,86.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,SC,General,122,81.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,SC,Female,138,91.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,ST,General,153,87.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,ST,Female,177,77.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,EWS,General,29,72.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSE,EWS,Female,36,86.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,OC,General,27,70.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,OC,Female,32,79.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,BC-A,General,70,91.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,BC-A,Female,89,78.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,BC-B,General,51,80.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,BC-B,Female,64,81.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,BC-C,General,88,79.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,BC-C,Female,98,79.0,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,BC-D,General,60,88.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,BC-D,Female,71,77.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,BC-E,General,98,79.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,BC-E,Female,130,88.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,SC,General,147,88.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,SC,Female,161,77.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,ST,General,161,83.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,ST,Female,213,89.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,EWS,General,37,88.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,CSM,EWS,Female,44,84.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,OC,General,33,70.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,OC,Female,39,87.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,BC-A,General,86,80.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,BC-A,Female,101,87.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,BC-B,General,66,81.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,BC-B,Female,78,81.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,BC-C,General,100,71.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,BC-C,Female,127,81.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,BC-D,General,69,91.6,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,BC-D,Female,78,79.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,BC-E,General,131,84.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,BC-E,Female,138,88.2,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,SC,General,202,87.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,SC,Female,227,85.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,ST,General,208,83.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,ST,Female,280,87.4,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,EWS,General,47,90.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,IT,EWS,Female,60,84.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,OC,General,63,83.7,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,OC,Female,72,75.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,BC-A,General,160,88.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,BC-A,Female,167,81.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,BC-B,General,109,81.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,BC-B,Female,124,78.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,BC-C,General,176,79.8,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,BC-C,Female,231,92.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,BC-D,General,106,84.3,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,BC-D,Female,153,83.1,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,BC-E,General,215,77.9,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
2026,KMIT,ECE,BC-E,Female,237,79.5,Weighted Historical Average (WHA) using 2023-2025 Final Phase Data
