year,round,college_code,branch_code,category,gender,closing_rank
2023,2,GNIT,MEC,EWS,Female,2253
2023,2,AVIH,CSE,OC,General,169
2023,2,AVIH,CSE,OC,Female,218
2023,2,AVIH,CSE,BC-A,General,397
2023,2,AVIH,CSE,BC-A,Female,472
2023,2,AVIH,CSE,BC-B,General,308
2023,2,AVIH,CSE,BC-B,Female,365
2023,2,AVIH,CSE,BC-C,General,496
2023,2,AVIH,CSE,BC-C,Female,513
2023,2,AVIH,CSE,BC-D,General,353
2023,2,AVIH,CSE,BC-D,Female,403
2023,2,AVIH,CSE,BC-E,General,542
2023,2,AVIH,CSE,BC-E,Female,671
2023,2,AVIH,CSE,SC,General,731
2023,2,AVIH,CSE,SC,Female,882
2023,2,AVIH,CSE,ST,General,1006
2023,2,AVIH,CSE,ST,Female,1109
2023,2,AVIH,CSE,EWS,General,210
2023,2,AVIH,CSE,EWS,Female,265
2023,2,AVIH,CSM,OC,General,225
2023,2,AVIH,CSM,OC,Female,224
2023,2,AVIH,CSM,BC-A,General,522
2023,2,AVIH,CSM,BC-A,Female,565
2023,2,AVIH,CSM,BC-B,General,330
2023,2,AVIH,CSM,BC-B,Female,460
2023,2,AVIH,CSM,BC-C,General,585
2023,2,AVIH,CSM,BC-C,Female,658
2023,2,AVIH,CSM,BC-D,General,453
2023,2,AVIH,CSM,BC-D,Female,452
2023,2,AVIH,CSM,BC-E,General,684
2023,2,AVIH,CSM,BC-E,Female,856
2023,2,AVIH,CSM,SC,General,846
2023,2,AVIH,CSM,SC,Female,1256
2023,2,AVIH,CSM,ST,General,1240
2023,2,AVIH,CSM,ST,Female,1212
2023,2,AVIH,CSM,EWS,General,255
2023,2,AVIH,CSM,EWS,Female,346
2023,2,AVIH,IT,OC,General,260
2023,2,AVIH,IT,OC,Female,289
2023,2,AVIH,IT,BC-A,General,692
2023,2,AVIH,IT,BC-A,Female,787
2023,2,AVIH,IT,BC-B,General,480
2023,2,AVIH,IT,BC-B,Female,540
2023,2,AVIH,IT,BC-C,General,806
2023,2,AVIH,IT,BC-C,Female,930
2023,2,AVIH,IT,BC-D,General,432
2023,2,AVIH,IT,BC-D,Female,510
2023,2,AVIH,IT,BC-E,General,952
2023,2,AVIH,IT,BC-E,Female,1093
2023,2,AVIH,IT,SC,General,1301
2023,2,AVIH,IT,SC,Female,1419
2023,2,AVIH,IT,ST,General,1624
2023,2,AVIH,IT,ST,Female,1957
2023,2,AVIH,IT,EWS,General,308
2023,2,AVIH,IT,EWS,Female,348
2023,2,AVIH,ECE,OC,General,445
2023,2,AVIH,ECE,OC,Female,524
2023,2,AVIH,ECE,BC-A,General,879
2023,2,AVIH,ECE,BC-A,Female,1223
2023,2,AVIH,ECE,BC-B,General,839
2023,2,AVIH,ECE,BC-B,Female,876
2023,2,AVIH,ECE,BC-C,General,1134
2023,2,AVIH,ECE,BC-C,Female,1271
2023,2,AVIH,ECE,BC-D,General,770
2023,2,AVIH,ECE,BC-D,Female,1115
2023,2,AVIH,ECE,BC-E,General,1382
2023,2,AVIH,ECE,BC-E,Female,1519
2023,2,AVIH,ECE,SC,General,2132
2023,2,AVIH,ECE,SC,Female,2328
2023,2,AVIH,ECE,ST,General,2636
2023,2,AVIH,ECE,ST,Female,2733
2023,2,AVIH,ECE,EWS,General,535
2023,2,AVIH,ECE,EWS,Female,617
2023,2,AVIH,EEE,OC,General,770
2023,2,AVIH,EEE,OC,Female,1110
2023,2,AVIH,EEE,BC-A,General,2190
2023,2,AVIH,EEE,BC-A,Female,2258
2023,2,AVIH,EEE,BC-B,General,1349
2023,2,AVIH,EEE,BC-B,Female,1953
2023,2,AVIH,EEE,BC-C,General,2397
2023,2,AVIH,EEE,BC-C,Female,3299
2023,2,AVIH,EEE,BC-D,General,1684
2023,2,AVIH,EEE,BC-D,Female,1976
2023,2,AVIH,EEE,BC-E,General,2932
2023,2,AVIH,EEE,BC-E,Female,3631
2023,2,AVIH,EEE,SC,General,4206
2023,2,AVIH,EEE,SC,Female,5220
2023,2,AVIH,EEE,ST,General,5046
2023,2,AVIH,EEE,ST,Female,5165
2023,2,AVIH,EEE,EWS,General,952
2023,2,AVIH,EEE,EWS,Female,1119
2023,2,AVIH,CIV,OC,General,1224
2023,2,AVIH,CIV,OC,Female,1617
2023,2,AVIH,CIV,BC-A,General,3030
2023,2,AVIH,CIV,BC-A,Female,3987
2023,2,AVIH,CIV,BC-B,General,2577
2023,2,AVIH,CIV,BC-B,Female,2587
2023,2,AVIH,CIV,BC-C,General,4171
2023,2,AVIH,CIV,BC-C,Female,5453
2023,2,AVIH,CIV,BC-D,General,2792
2023,2,AVIH,CIV,BC-D,Female,3199
2023,2,AVIH,CIV,BC-E,General,4277
2023,2,AVIH,CIV,BC-E,Female,5643
2023,2,AVIH,CIV,SC,General,6508
2023,2,AVIH,CIV,SC,Female,8960
2023,2,AVIH,CIV,ST,General,8254
2023,2,AVIH,CIV,ST,Female,10767
2023,2,AVIH,CIV,EWS,General,1485
2023,2,AVIH,CIV,EWS,Female,2330
2023,2,AVIH,MEC,OC,General,1616
2023,2,AVIH,MEC,OC,Female,2274
2023,2,AVIH,MEC,BC-A,General,3845
2023,2,AVIH,MEC,BC-A,Female,5217
2023,2,AVIH,MEC,BC-B,General,2940
2023,2,AVIH,MEC,BC-B,Female,3415
2023,2,AVIH,MEC,BC-C,General,5334
2023,2,AVIH,MEC,BC-C,Female,6623
2023,2,AVIH,MEC,BC-D,General,3027
2023,2,AVIH,MEC,BC-D,Female,3696
2023,2,AVIH,MEC,BC-E,General,5636
2023,2,AVIH,MEC,BC-E,Female,6823
2023,2,AVIH,MEC,SC,General,7025
2023,2,AVIH,MEC,SC,Female,8992
2023,2,AVIH,MEC,ST,General,8657
2023,2,AVIH,MEC,ST,Female,12135
2023,2,AVIH,MEC,EWS,General,1839
2023,2,AVIH,MEC,EWS,Female,2757
2023,2,TKRC,CSE,OC,General,211
2023,2,TKRC,CSE,OC,Female,216
2023,2,TKRC,CSE,BC-A,General,403
2023,2,TKRC,CSE,BC-A,Female,512
2023,2,TKRC,CSE,BC-B,General,299
2023,2,TKRC,CSE,BC-B,Female,376
2023,2,TKRC,CSE,BC-C,General,575
2023,2,TKRC,CSE,BC-C,Female,584
2023,2,TKRC,CSE,BC-D,General,367
2023,2,TKRC,CSE,BC-D,Female,484
2023,2,TKRC,CSE,BC-E,General,664
2023,2,TKRC,CSE,BC-E,Female,805
2023,2,TKRC,CSE,SC,General,878
2023,2,TKRC,CSE,SC,Female,1025
2023,2,TKRC,CSE,ST,General,978
2023,2,TKRC,CSE,ST,Female,1226
2023,2,TKRC,CSE,EWS,General,228
2023,2,TKRC,CSE,EWS,Female,249
2023,2,TKRC,CSM,OC,General,210
2023,2,TKRC,CSM,OC,Female,289
2023,2,TKRC,CSM,BC-A,General,628
2023,2,TKRC,CSM,BC-A,Female,720
2023,2,TKRC,CSM,BC-B,General,413
2023,2,TKRC,CSM,BC-B,Female,516
2023,2,TKRC,CSM,BC-C,General,690
2023,2,TKRC,CSM,BC-C,Female,817
2023,2,TKRC,CSM,BC-D,General,388
2023,2,TKRC,CSM,BC-D,Female,462
2023,2,TKRC,CSM,BC-E,General,667
2023,2,TKRC,CSM,BC-E,Female,879
2023,2,TKRC,CSM,SC,General,1224
2023,2,TKRC,CSM,SC,Female,1156
2023,2,TKRC,CSM,ST,General,1181
2023,2,TKRC,CSM,ST,Female,1797
2023,2,TKRC,CSM,EWS,General,283
2023,2,TKRC,CSM,EWS,Female,325
2023,2,TKRC,IT,OC,General,287
2023,2,TKRC,IT,OC,Female,289
2023,2,TKRC,IT,BC-A,General,729
2023,2,TKRC,IT,BC-A,Female,846
2023,2,TKRC,IT,BC-B,General,468
2023,2,TKRC,IT,BC-B,Female,577
2023,2,TKRC,IT,BC-C,General,730
2023,2,TKRC,IT,BC-C,Female,1073
2023,2,TKRC,IT,BC-D,General,510
2023,2,TKRC,IT,BC-D,Female,685
2023,2,TKRC,IT,BC-E,General,1016
2023,2,TKRC,IT,BC-E,Female,993
2023,2,TKRC,IT,SC,General,1337
2023,2,TKRC,IT,SC,Female,1810
2023,2,TKRC,IT,ST,General,1852
2023,2,TKRC,IT,ST,Female,2067
2023,2,TKRC,IT,EWS,General,343
2023,2,TKRC,IT,EWS,Female,489
2023,2,TKRC,ECE,OC,General,501
2023,2,TKRC,ECE,OC,Female,546
2023,2,TKRC,ECE,BC-A,General,1095
2023,2,TKRC,ECE,BC-A,Female,1258
2023,2,TKRC,ECE,BC-B,General,732
2023,2,TKRC,ECE,BC-B,Female,1026
2023,2,TKRC,ECE,BC-C,General,1206
2023,2,TKRC,ECE,BC-C,Female,1807
2023,2,TKRC,ECE,BC-D,General,839
2023,2,TKRC,ECE,BC-D,Female,1133
2023,2,TKRC,ECE,BC-E,General,1683
2023,2,TKRC,ECE,BC-E,Female,1798
2023,2,TKRC,ECE,SC,General,2255
2023,2,TKRC,ECE,SC,Female,2958
2023,2,TKRC,ECE,ST,General,2725
2023,2,TKRC,ECE,ST,Female,3070
2023,2,TKRC,ECE,EWS,General,654
2023,2,TKRC,ECE,EWS,Female,625
2023,2,TKRC,EEE,OC,General,871
2023,2,TKRC,EEE,OC,Female,1087
2023,2,TKRC,EEE,BC-A,General,2628
2023,2,TKRC,EEE,BC-A,Female,2983
2023,2,TKRC,EEE,BC-B,General,1568
2023,2,TKRC,EEE,BC-B,Female,2226
2023,2,TKRC,EEE,BC-C,General,3001
2023,2,TKRC,EEE,BC-C,Female,2974
2023,2,TKRC,EEE,BC-D,General,1741
2023,2,TKRC,EEE,BC-D,Female,2113
2023,2,TKRC,EEE,BC-E,General,3106
2023,2,TKRC,EEE,BC-E,Female,3308
2023,2,TKRC,EEE,SC,General,4739
2023,2,TKRC,EEE,SC,Female,5840
2023,2,TKRC,EEE,ST,General,4807
2023,2,TKRC,EEE,ST,Female,6666
2023,2,TKRC,EEE,EWS,General,1321
2023,2,TKRC,EEE,EWS,Female,1596
2023,2,TKRC,CIV,OC,General,1443
2023,2,TKRC,CIV,OC,Female,1611
2023,2,TKRC,CIV,BC-A,General,3363
2023,2,TKRC,CIV,BC-A,Female,4978
2023,2,TKRC,CIV,BC-B,General,2888
2023,2,TKRC,CIV,BC-B,Female,3041
2023,2,TKRC,CIV,BC-C,General,4658
2023,2,TKRC,CIV,BC-C,Female,5633
2023,2,TKRC,CIV,BC-D,General,3384
2023,2,TKRC,CIV,BC-D,Female,3654
2023,2,TKRC,CIV,BC-E,General,4912
2023,2,TKRC,CIV,BC-E,Female,6355
2023,2,TKRC,CIV,SC,General,8418
2023,2,TKRC,CIV,SC,Female,9179
2023,2,TKRC,CIV,ST,General,8654
2023,2,TKRC,CIV,ST,Female,9566
2023,2,TKRC,CIV,EWS,General,1895
2023,2,TKRC,CIV,EWS,Female,2506
2023,2,TKRC,MEC,OC,General,1594
2023,2,TKRC,MEC,OC,Female,2030
2023,2,TKRC,MEC,BC-A,General,3932
2023,2,TKRC,MEC,BC-A,Female,5083
2023,2,TKRC,MEC,BC-B,General,3057
2023,2,TKRC,MEC,BC-B,Female,4140
2023,2,TKRC,MEC,BC-C,General,5109
2023,2,TKRC,MEC,BC-C,Female,7120
2023,2,TKRC,MEC,BC-D,General,4197
2023,2,TKRC,MEC,BC-D,Female,4211
2023,2,TKRC,MEC,BC-E,General,6933
2023,2,TKRC,MEC,BC-E,Female,7075
2023,2,TKRC,MEC,SC,General,8364
2023,2,TKRC,MEC,SC,Female,12717
2023,2,TKRC,MEC,ST,General,10631
2023,2,TKRC,MEC,ST,Female,11604
2023,2,TKRC,MEC,EWS,General,2063
2023,2,TKRC,MEC,EWS,Female,2550
2023,2,METH,CSE,OC,General,197
2023,2,METH,CSE,OC,Female,230
2023,2,METH,CSE,BC-A,General,541
2023,2,METH,CSE,BC-A,Female,684
2023,2,METH,CSE,BC-B,General,328
2023,2,METH,CSE,BC-B,Female,391
2023,2,METH,CSE,BC-C,General,576
2023,2,METH,CSE,BC-C,Female,685
2023,2,METH,CSE,BC-D,General,471
2023,2,METH,CSE,BC-D,Female,540
2023,2,METH,CSE,BC-E,General,703
2023,2,METH,CSE,BC-E,Female,901
2023,2,METH,CSE,SC,General,954
2023,2,METH,CSE,SC,Female,1085
2023,2,METH,CSE,ST,General,1397
2023,2,METH,CSE,ST,Female,1707
2023,2,METH,CSE,EWS,General,235
2023,2,METH,CSE,EWS,Female,347
2023,2,METH,CSM,OC,General,244
2023,2,METH,CSM,OC,Female,330
2023,2,METH,CSM,BC-A,General,559
2023,2,METH,CSM,BC-A,Female,859
2023,2,METH,CSM,BC-B,General,429
2023,2,METH,CSM,BC-B,Female,504
2023,2,METH,CSM,BC-C,General,830
2023,2,METH,CSM,BC-C,Female,956
2023,2,METH,CSM,BC-D,General,573
2023,2,METH,CSM,BC-D,Female,695
2023,2,METH,CSM,BC-E,General,1019
2023,2,METH,CSM,BC-E,Female,1186
2023,2,METH,CSM,SC,General,1411
2023,2,METH,CSM,SC,Female,1322
2023,2,METH,CSM,ST,General,1358
2023,2,METH,CSM,ST,Female,2056
2023,2,METH,CSM,EWS,General,358
2023,2,METH,CSM,EWS,Female,358
2023,2,METH,IT,OC,General,305
2023,2,METH,IT,OC,Female,365
2023,2,METH,IT,BC-A,General,815
2023,2,METH,IT,BC-A,Female,1086
2023,2,METH,IT,BC-B,General,526
2023,2,METH,IT,BC-B,Female,591
2023,2,METH,IT,BC-C,General,983
2023,2,METH,IT,BC-C,Female,1034
2023,2,METH,IT,BC-D,General,640
2023,2,METH,IT,BC-D,Female,826
2023,2,METH,IT,BC-E,General,1051
2023,2,METH,IT,BC-E,Female,1152
2023,2,METH,IT,SC,General,1724
2023,2,METH,IT,SC,Female,2113
2023,2,METH,IT,ST,General,2101
2023,2,METH,IT,ST,Female,2601
2023,2,METH,IT,EWS,General,459
2023,2,METH,IT,EWS,Female,451
2023,2,METH,ECE,OC,General,461
2023,2,METH,ECE,OC,Female,628
2023,2,METH,ECE,BC-A,General,1384
2023,2,METH,ECE,BC-A,Female,1377
2023,2,METH,ECE,BC-B,General,952
2023,2,METH,ECE,BC-B,Female,1226
2023,2,METH,ECE,BC-C,General,1652
2023,2,METH,ECE,BC-C,Female,1906
2023,2,METH,ECE,BC-D,General,1055
2023,2,METH,ECE,BC-D,Female,1253
2023,2,METH,ECE,BC-E,General,1749
2023,2,METH,ECE,BC-E,Female,2133
2023,2,METH,ECE,SC,General,2794
2023,2,METH,ECE,SC,Female,3372
2023,2,METH,ECE,ST,General,3163
2023,2,METH,ECE,ST,Female,3537
2023,2,METH,ECE,EWS,General,666
2023,2,METH,ECE,EWS,Female,927
2023,2,METH,EEE,OC,General,1082
2023,2,METH,EEE,OC,Female,1091
2023,2,METH,EEE,BC-A,General,2417
2023,2,METH,EEE,BC-A,Female,2885
2023,2,METH,EEE,BC-B,General,2107
2023,2,METH,EEE,BC-B,Female,2209
2023,2,METH,EEE,BC-C,General,2983
2023,2,METH,EEE,BC-C,Female,4244
2023,2,METH,EEE,BC-D,General,2157
2023,2,METH,EEE,BC-D,Female,2865
2023,2,METH,EEE,BC-E,General,3556
2023,2,METH,EEE,BC-E,Female,4502
2023,2,METH,EEE,SC,General,4700
2023,2,METH,EEE,SC,Female,5545
2023,2,METH,EEE,ST,General,6230
2023,2,METH,EEE,ST,Female,7264
2023,2,METH,EEE,EWS,General,1407
2023,2,METH,EEE,EWS,Female,1630
2023,2,METH,CIV,OC,General,1750
2023,2,METH,CIV,OC,Female,1982
2023,2,METH,CIV,BC-A,General,4182
2023,2,METH,CIV,BC-A,Female,4930
2023,2,METH,CIV,BC-B,General,3319
2023,2,METH,CIV,BC-B,Female,3449
2023,2,METH,CIV,BC-C,General,4889
2023,2,METH,CIV,BC-C,Female,5497
2023,2,METH,CIV,BC-D,General,3109
2023,2,METH,CIV,BC-D,Female,4231
2023,2,METH,CIV,BC-E,General,5663
2023,2,METH,CIV,BC-E,Female,6207
2023,2,METH,CIV,SC,General,9316
2023,2,METH,CIV,SC,Female,10176
2023,2,METH,CIV,ST,General,10574
2023,2,METH,CIV,ST,Female,13208
2023,2,METH,CIV,EWS,General,2477
2023,2,METH,CIV,EWS,Female,2318
2023,2,METH,MEC,OC,General,1840
2023,2,METH,MEC,OC,Female,2183
2023,2,METH,MEC,BC-A,General,4805
2023,2,METH,MEC,BC-A,Female,5759
2023,2,METH,MEC,BC-B,General,3606
2023,2,METH,MEC,BC-B,Female,4291
2023,2,METH,MEC,BC-C,General,6935
2023,2,METH,MEC,BC-C,Female,8021
2023,2,METH,MEC,BC-D,General,3938
2023,2,METH,MEC,BC-D,Female,5381
2023,2,METH,MEC,BC-E,General,8496
2023,2,METH,MEC,BC-E,Female,10196
2023,2,METH,MEC,SC,General,11359
2023,2,METH,MEC,SC,Female,13583
2023,2,METH,MEC,ST,General,14239
2023,2,METH,MEC,ST,Female,12964
2023,2,METH,MEC,EWS,General,2580
2023,2,METH,MEC,EWS,Female,3613
2023,2,HITM,CSE,OC,General,250
2023,2,HITM,CSE,OC,Female,269
2023,2,HITM,CSE,BC-A,General,561
2023,2,HITM,CSE,BC-A,Female,709
2023,2,HITM,CSE,BC-B,General,435
2023,2,HITM,CSE,BC-B,Female,494
2023,2,HITM,CSE,BC-C,General,695
2023,2,HITM,CSE,BC-C,Female,896
2023,2,HITM,CSE,BC-D,General,413
2023,2,HITM,CSE,BC-D,Female,537
2023,2,HITM,CSE,BC-E,General,742
2023,2,HITM,CSE,BC-E,Female,1042
2023,2,HITM,CSE,SC,General,1146
2023,2,HITM,CSE,SC,Female,1392
2023,2,HITM,CSE,ST,General,1504
2023,2,HITM,CSE,ST,Female,1791
2023,2,HITM,CSE,EWS,General,320
2023,2,HITM,CSE,EWS,Female,356
2023,2,HITM,CSM,OC,General,301
2023,2,HITM,CSM,OC,Female,313
2023,2,HITM,CSM,BC-A,General,628
2023,2,HITM,CSM,BC-A,Female,898
2023,2,HITM,CSM,BC-B,General,528
2023,2,HITM,CSM,BC-B,Female,546
2023,2,HITM,CSM,BC-C,General,819
2023,2,HITM,CSM,BC-C,Female,1015
2023,2,HITM,CSM,BC-D,General,533
2023,2,HITM,CSM,BC-D,Female,680
2023,2,HITM,CSM,BC-E,General,862
2023,2,HITM,CSM,BC-E,Female,1319
2023,2,HITM,CSM,SC,General,1182
2023,2,HITM,CSM,SC,Female,1818
2023,2,HITM,CSM,ST,General,1830
2023,2,HITM,CSM,ST,Female,1899
2023,2,HITM,CSM,EWS,General,351
2023,2,HITM,CSM,EWS,Female,456
2023,2,HITM,IT,OC,General,336
2023,2,HITM,IT,OC,Female,450
2023,2,HITM,IT,BC-A,General,876
2023,2,HITM,IT,BC-A,Female,985
2023,2,HITM,IT,BC-B,General,534
2023,2,HITM,IT,BC-B,Female,812
2023,2,HITM,IT,BC-C,General,1171
2023,2,HITM,IT,BC-C,Female,1117
2023,2,HITM,IT,BC-D,General,787
2023,2,HITM,IT,BC-D,Female,789
2023,2,HITM,IT,BC-E,General,1259
2023,2,HITM,IT,BC-E,Female,1500
2023,2,HITM,IT,SC,General,1788
2023,2,HITM,IT,SC,Female,2307
2023,2,HITM,IT,ST,General,2378
2023,2,HITM,IT,ST,Female,2273
2023,2,HITM,IT,EWS,General,435
2023,2,HITM,IT,EWS,Female,546
2023,2,HITM,ECE,OC,General,523
2023,2,HITM,ECE,OC,Female,611
2023,2,HITM,ECE,BC-A,General,1473
2023,2,HITM,ECE,BC-A,Female,1707
2023,2,HITM,ECE,BC-B,General,1162
2023,2,HITM,ECE,BC-B,Female,1095
2023,2,HITM,ECE,BC-C,General,1526
2023,2,HITM,ECE,BC-C,Female,2111
2023,2,HITM,ECE,BC-D,General,992
2023,2,HITM,ECE,BC-D,Female,1464
2023,2,HITM,ECE,BC-E,General,2014
2023,2,HITM,ECE,BC-E,Female,2197
2023,2,HITM,ECE,SC,General,2514
2023,2,HITM,ECE,SC,Female,3946
2023,2,HITM,ECE,ST,General,3240
2023,2,HITM,ECE,ST,Female,3824
2023,2,HITM,ECE,EWS,General,786
2023,2,HITM,ECE,EWS,Female,784
2023,2,HITM,EEE,OC,General,1001
2023,2,HITM,EEE,OC,Female,1393
2023,2,HITM,EEE,BC-A,General,2603
2023,2,HITM,EEE,BC-A,Female,3838
2023,2,HITM,EEE,BC-B,General,2023
2023,2,HITM,EEE,BC-B,Female,2238
2023,2,HITM,EEE,BC-C,General,3060
2023,2,HITM,EEE,BC-C,Female,4203
2023,2,HITM,EEE,BC-D,General,2294
2023,2,HITM,EEE,BC-D,Female,2413
2023,2,HITM,EEE,BC-E,General,4594
2023,2,HITM,EEE,BC-E,Female,5383
2023,2,HITM,EEE,SC,General,5133
2023,2,HITM,EEE,SC,Female,6318
2023,2,HITM,EEE,ST,General,6789
2023,2,HITM,EEE,ST,Female,8839
2023,2,HITM,EEE,EWS,General,1490
2023,2,HITM,EEE,EWS,Female,1857
2023,2,HITM,CIV,OC,General,2091
2023,2,HITM,CIV,OC,Female,2275
2023,2,HITM,CIV,BC-A,General,4623
2023,2,HITM,CIV,BC-A,Female,5851
2023,2,HITM,CIV,BC-B,General,3102
2023,2,HITM,CIV,BC-B,Female,3401
2023,2,HITM,CIV,BC-C,General,4949
2023,2,HITM,CIV,BC-C,Female,5782
2023,2,HITM,CIV,BC-D,General,3584
2023,2,HITM,CIV,BC-D,Female,4844
2023,2,HITM,CIV,BC-E,General,6518
2023,2,HITM,CIV,BC-E,Female,8716
2023,2,HITM,CIV,SC,General,10291
2023,2,HITM,CIV,SC,Female,10955
2023,2,HITM,CIV,ST,General,11341
2023,2,HITM,CIV,ST,Female,14252
2023,2,HITM,CIV,EWS,General,2249
2023,2,HITM,CIV,EWS,Female,3212
2023,2,HITM,MEC,OC,General,2279
2023,2,HITM,MEC,OC,Female,2938
2023,2,HITM,MEC,BC-A,General,6141
2023,2,HITM,MEC,BC-A,Female,6508
2023,2,HITM,MEC,BC-B,General,4298
2023,2,HITM,MEC,BC-B,Female,5453
2023,2,HITM,MEC,BC-C,General,6254
2023,2,HITM,MEC,BC-C,Female,7690
2023,2,HITM,MEC,BC-D,General,5174
2023,2,HITM,MEC,BC-D,Female,5931
2023,2,HITM,MEC,BC-E,General,7982
2023,2,HITM,MEC,BC-E,Female,10897
2023,2,HITM,MEC,SC,General,10453
2023,2,HITM,MEC,SC,Female,14145
2023,2,HITM,MEC,ST,General,13417
2023,2,HITM,MEC,ST,Female,18855
2023,2,HITM,MEC,EWS,General,2768
2023,2,HITM,MEC,EWS,Female,4004
2023,2,LRDS,CSE,OC,General,246
2023,2,LRDS,CSE,OC,Female,328
2023,2,LRDS,CSE,BC-A,General,618
2023,2,LRDS,CSE,BC-A,Female,890
2023,2,LRDS,CSE,BC-B,General,503
2023,2,LRDS,CSE,BC-B,Female,608
2023,2,LRDS,CSE,BC-C,General,724
2023,2,LRDS,CSE,BC-C,Female,948
2023,2,LRDS,CSE,BC-D,General,605
2023,2,LRDS,CSE,BC-D,Female,643
2023,2,LRDS,CSE,BC-E,General,1061
2023,2,LRDS,CSE,BC-E,Female,967
2023,2,LRDS,CSE,SC,General,1163
2023,2,LRDS,CSE,SC,Female,1710
2023,2,LRDS,CSE,ST,General,1501
2023,2,LRDS,CSE,ST,Female,1872
2023,2,LRDS,CSE,EWS,General,317
2023,2,LRDS,CSE,EWS,Female,412
2023,2,LRDS,CSM,OC,General,313
2023,2,LRDS,CSM,OC,Female,331
2023,2,LRDS,CSM,BC-A,General,838
2023,2,LRDS,CSM,BC-A,Female,1021
2023,2,LRDS,CSM,BC-B,General,549
2023,2,LRDS,CSM,BC-B,Female,734
2023,2,LRDS,CSM,BC-C,General,1051
2023,2,LRDS,CSM,BC-C,Female,1105
2023,2,LRDS,CSM,BC-D,General,540
2023,2,LRDS,CSM,BC-D,Female,672
2023,2,LRDS,CSM,BC-E,General,1247
2023,2,LRDS,CSM,BC-E,Female,1261
2023,2,LRDS,CSM,SC,General,1702
2023,2,LRDS,CSM,SC,Female,1892
2023,2,LRDS,CSM,ST,General,1654
2023,2,LRDS,CSM,ST,Female,2314
2023,2,LRDS,CSM,EWS,General,379
2023,2,LRDS,CSM,EWS,Female,560
2023,2,LRDS,IT,OC,General,353
2023,2,LRDS,IT,OC,Female,520
2023,2,LRDS,IT,BC-A,General,1091
2023,2,LRDS,IT,BC-A,Female,1070
2023,2,LRDS,IT,BC-B,General,609
2023,2,LRDS,IT,BC-B,Female,752
2023,2,LRDS,IT,BC-C,General,1114
2023,2,LRDS,IT,BC-C,Female,1440
2023,2,LRDS,IT,BC-D,General,766
2023,2,LRDS,IT,BC-D,Female,829
2023,2,LRDS,IT,BC-E,General,1495
2023,2,LRDS,IT,BC-E,Female,1751
2023,2,LRDS,IT,SC,General,1774
2023,2,LRDS,IT,SC,Female,2274
2023,2,LRDS,IT,ST,General,2174
2023,2,LRDS,IT,ST,Female,2452
2023,2,LRDS,IT,EWS,General,541
2023,2,LRDS,IT,EWS,Female,565
2023,2,LRDS,ECE,OC,General,698
2023,2,LRDS,ECE,OC,Female,871
2023,2,LRDS,ECE,BC-A,General,1804
2023,2,LRDS,ECE,BC-A,Female,2063
2023,2,LRDS,ECE,BC-B,General,1265
2023,2,LRDS,ECE,BC-B,Female,1595
2023,2,LRDS,ECE,BC-C,General,1915
2023,2,LRDS,ECE,BC-C,Female,2239
2023,2,LRDS,ECE,BC-D,General,1142
2023,2,LRDS,ECE,BC-D,Female,1348
2023,2,LRDS,ECE,BC-E,General,2498
2023,2,LRDS,ECE,BC-E,Female,2994
2023,2,LRDS,ECE,SC,General,3724
2023,2,LRDS,ECE,SC,Female,3811
2023,2,LRDS,ECE,ST,General,3649
2023,2,LRDS,ECE,ST,Female,4169
2023,2,LRDS,ECE,EWS,General,837
2023,2,LRDS,ECE,EWS,Female,1180
2023,2,LRDS,EEE,OC,General,1255
2023,2,LRDS,EEE,OC,Female,1437
2023,2,LRDS,EEE,BC-A,General,3467
2023,2,LRDS,EEE,BC-A,Female,3628
2023,2,LRDS,EEE,BC-B,General,2648
2023,2,LRDS,EEE,BC-B,Female,3105
2023,2,LRDS,EEE,BC-C,General,4352
2023,2,LRDS,EEE,BC-C,Female,4278
2023,2,LRDS,EEE,BC-D,General,2376
2023,2,LRDS,EEE,BC-D,Female,3087
2023,2,LRDS,EEE,BC-E,General,4076
2023,2,LRDS,EEE,BC-E,Female,5256
2023,2,LRDS,EEE,SC,General,6722
2023,2,LRDS,EEE,SC,Female,7182
2023,2,LRDS,EEE,ST,General,7224
2023,2,LRDS,EEE,ST,Female,9622
2023,2,LRDS,EEE,EWS,General,1941
2023,2,LRDS,EEE,EWS,Female,1824
2023,2,LRDS,CIV,OC,General,1930
2023,2,LRDS,CIV,OC,Female,2425
2023,2,LRDS,CIV,BC-A,General,4763
2023,2,LRDS,CIV,BC-A,Female,6149
2023,2,LRDS,CIV,BC-B,General,3592
2023,2,LRDS,CIV,BC-B,Female,4410
2023,2,LRDS,CIV,BC-C,General,6257
2023,2,LRDS,CIV,BC-C,Female,6613
2023,2,LRDS,CIV,BC-D,General,4623
2023,2,LRDS,CIV,BC-D,Female,5296
2023,2,LRDS,CIV,BC-E,General,7101
2023,2,LRDS,CIV,BC-E,Female,7719
2023,2,LRDS,CIV,SC,General,9668
2023,2,LRDS,CIV,SC,Female,11917
2023,2,LRDS,CIV,ST,General,13047
2023,2,LRDS,CIV,ST,Female,17410
2023,2,LRDS,CIV,EWS,General,2417
2023,2,LRDS,CIV,EWS,Female,3330
2023,2,LRDS,MEC,OC,General,3028
2023,2,LRDS,MEC,OC,Female,3501
2023,2,LRDS,MEC,BC-A,General,5949
2023,2,LRDS,MEC,BC-A,Female,9010
2023,2,LRDS,MEC,BC-B,General,4894
